Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,category
Flathalt,unknown,Angel and Grants,50000.0,Gurgaon,2018,Other
True Elements,dietary supplements,Early Stage,730000.0,Pune,2018,Other
Trendlyne Technologies,financial services,Early Stage,200000.0,Bangalore,2018,Consulting & Services
Planys Technologies,manufacturing,Series A to Series H,2046920.0,Chennai,2018,Other
HealthPlix,fitness,Series A to Series H,3000000.0,Bangalore,2018,Other
dishq,unknown,Early Stage,400000.0,Bengaluru,2018,Other
Entropik Technology,artificial intelligence,Early Stage,1100000.0,Bengaluru,2018,Other
myHQ,collaboration,Series A to Series H,500000.0,Delhi,2018,Other
Trell,unknown,Early Stage,1250000.0,Bangalore City,2018,Other
Kidovators (by GyanLab),big data,Early Stage,180000.0,Bangalore,2018,Other
Log 9 Materials,nanotechnology,Early Stage,438000.0,Uttar Pradesh,2018,Technology
VTION,analytics,Early Stage,280320.0,Gurgaon,2018,Other
HousingMan.com,unknown,Early Stage,1503800.0,Bengaluru,2018,Other
Steradian Semiconductors,unknown,Early Stage,0.0,Bangalore,2018,Other
RupeeCircle,financial services,Early Stage,584000.0,Mumbai,2018,Consulting & Services
Wooden Street,e-commerce,Series A to Series H,1000000.0,Jaipur,2018,E-Commerce & Marketplace
The Ken,digital media,Series A to Series H,1500000.0,Bengaluru,2018,Other
SaffronStays,unknown,Early Stage,2000000.0,Mumbai,2018,Other
Vebbler,file sharing,Early Stage,0.0,Bengaluru,2018,Other
Foyr,home decor,Series A to Series H,4200000.0,Pune,2018,Other
MEngage,health care,Early Stage,175000.0,Jaipur,2018,Healthcare
Inner Being Wellness,unknown,Angel and Grants,511000.0,Hyderabad,2018,Other
Kobster,e-commerce,Early Stage,0.0,Chennai,2018,E-Commerce & Marketplace
Wishberry,crowdfunding,Series A to Series H,1460000.0,Mumbai,2018,Other
McXtra,finance,Early Stage,1300000.0,Andheri,2018,Finance $ Banking
Magic Crate,children,Early Stage,0.0,Bangalore,2018,Other
SmartVizX,software,Early Stage,1450000.0,Noida,2018,Technology
MySEODoc,unknown,Early Stage,0.0,Delhi,2018,Other
ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,unknown,Early Stage,2920.0,Pune,2018,Other
Scale Labs,unknown,Early Stage,1000000.0,Delhi,2018,Other
HungerBox,b2b,Series A to Series H,4500000.0,Bengaluru,2018,Other
Biryani By Kilo,catering,Early Stage,1000000.0,Noida,2018,Other
Wholesome Habits (EAT Anytime),food and beverage,Early Stage,500000.0,Mumbai,2018,Food & Agriculture
GoBumpr,automotive,Early Stage,600000.0,Mylapore,2018,Autommotive $ Transportation
Fixpocket,computer,Early Stage,250000.0,Ahmedabad,2018,Other
edureka!,android,Series A to Series H,2000000.0,Bangalore,2018,Other
Hashtag Loyalty Private Limited,analytics,Early Stage,0.0,Mumbai,2018,Other
Wow Express,delivery,Series A to Series H,4500000.0,Mumbai,2018,Other
ZunRoof,environmental consulting,Angel and Grants,242360.0,Gurgaon,2018,Consulting & Services
Eggoz,food and beverage,Angel and Grants,175200.0,Indore,2018,Food & Agriculture
Sqrrl Fintech,big data,Early Stage,1000000.0,Gurgaon,2018,Other
GalaxyCard,finance,Early Stage,0.0,Noida,2018,Finance $ Banking
IndiQube,commercial real estate,Series A to Series H,15000000.0,Bengaluru,2018,Real Estate $ Property
EGK Foods,food and beverage,Early Stage,292000.0,Mumbai,2018,Food & Agriculture
NirogStreet,apps,Early Stage,300000.0,Gurgaon,2018,Other
Pixr8,digital media,Early Stage,50000.0,Ghaziabad,2018,Other
Nivesh.com,finance,Early Stage,438000.0,Noida,2018,Finance $ Banking
Theranosis Life Sciences,biotechnology,Early Stage,0.0,Hyderabad,2018,Technology
Poshmiles Online Solutions Private Limited,travel,Early Stage,0.0,Bengaluru,2018,Other
Reculta,education,Early Stage,0.0,Noida,2018,Other
Orbo.ai,internet,Early Stage,0.0,Mumbai,2018,Technology
Inntot Technologies,consumer electronics,Early Stage,0.0,Kochi,2018,Other
Zoctr Health,apps,Early Stage,0.0,Powai,2018,Other
Hey Deedee,delivery service,Early Stage,481800.0,Mumbai,2018,Other
DigiConnectt Technologys,information services,Early Stage,125000.0,Bengaluru,2018,Consulting & Services
Locus.sh,big data,Series A to Series H,4000000.0,Bangalore,2018,Other
Sports Flashes Pvt. Ltd,basketball,Early Stage,1000000.0,New Delhi,2018,Other
Inc42,media and entertainment,Early Stage,0.0,New Delhi,2018,Other
Picxy,internet,Early Stage,130000.0,Guntur,2018,Technology
Huddle,consulting,Early Stage,300000.0,Haryana,2018,Consulting & Services
Benepik,human resources,Early Stage,0.0,Gurgaon,2018,Other
Cash Suvidha,finance,Early Stage,1000000.0,New Delhi,2018,Finance $ Banking
Smartcoin,big data,Early Stage,2000000.0,Bangalore,2018,Other
Carmel Organics,agriculture,Series A to Series H,0.0,Indore,2018,Food & Agriculture
Roadcast,unknown,Angel and Grants,250000.0,New Delhi,2018,Other
Printline Media(ThePrint),digital media,Early Stage,509540.0,New Delhi,2018,Other
Creditas Solutions,financial services,Early Stage,0.0,Gurgaon,2018,Consulting & Services
UrbanPiper,software,Early Stage,0.0,Bengaluru,2018,Technology
Doxper,health care,Early Stage,1051200.0,Mumbai,2018,Healthcare
i2ifunding,crowdfunding,Angel and Grants,730000.0,Noida,2018,Other
ShakeDeal,b2b,Early Stage,0.0,Bangalore,2018,Other
HelloVerify,fraud detection,Early Stage,0.0,Noida,2018,Other
Fasal,agriculture,Early Stage,120000.0,Bengaluru,2018,Food & Agriculture
CoinGeto,cryptocurrency,Early Stage,1752000.0,Delhi,2018,Other
Avail Finance,finance,Series A to Series H,17200000.0,Bangalore,2018,Finance $ Banking
Tripeur,information technology,Early Stage,600000.0,Bengaluru,2018,Technology
Wedeterna,wedding,Angel and Grants,0.0,Bangalore,2018,Other
Stumagz,digital media,Early Stage,0.0,Hyderabad,2018,Other
Doubtnut,e-learning,Early Stage,511000.0,Gurgaon,2018,Other
MCaffeine,consumer goods,Early Stage,467200.0,Mumbai,2018,Other
TrustCheckr,information technology,Angel and Grants,100000.0,Bengaluru,2018,Technology
HealthAssure,fitness,Early Stage,1000000.0,Mumbai,2018,Other
Picture TIme,digital entertainment,Early Stage,3650000.0,New Delhi,2018,Other
1Crowd,crowdsourcing,Angel and Grants,3500000.0,Mumbai,2018,Other
Aarav Unmanned Systems,delivery,Early Stage,0.0,Bangalore,2018,Other
Wellthy Therapeutics Pvt Ltd,health care,Early Stage,1971000.0,Mumbai,2018,Healthcare
Nua,consumer goods,Early Stage,0.0,Mumbai,2018,Other
Kuvera.in,financial services,Angel and Grants,250000.0,Bangalore,2018,Consulting & Services
Livehealth,health care,Early Stage,1100000.0,Pune,2018,Healthcare
Gramophone,farming,Early Stage,1000000.0,Indore,2018,Other
Ora,business travel,Early Stage,0.0,Kolkata,2018,Other
Buddy4Study.com,career planning,Series A to Series H,3000000.0,Noida,2018,Other
Predible Health,medical device,Early Stage,0.0,Bangalore,2018,Healthcare
Syncremedies Healthcare Pvt Ltd,alternative medicine,Early Stage,0.0,Bangalore,2018,Other
Blueleaf Cyberspace Systems,internet,Early Stage,0.0,Bangalore,2018,Technology
Toffee,unknown,Early Stage,1500000.0,Gurgaon,2018,Other
ORO Wealth,unknown,Series A to Series H,1600000.0,Mumbai,2018,Other
HealWell24,dental,Early Stage,200000.0,Mumbai,2018,Other
Acko General Insurance,financial services,Series A to Series H,12000000.0,Mumbai,2018,Consulting & Services
arzooo.com,consumer electronics,Early Stage,219000.0,Bangalore,2018,Other
Bonphul Air Products,cleantech,Angel and Grants,292000.0,Delhi,2018,Technology
DheeYantra Research Labs,artificial intelligence,Early Stage,0.0,Bangalore,2018,Other
Edyoo,education,Early Stage,1000000.0,Bengaluru,2018,Other
Chtrbox,advertising,Angel and Grants,146000.0,Mumbai,2018,Other
Aashiyaan Housing and Development Finance,financial services,Early Stage,1971000.0,Kolkata,2018,Consulting & Services
BetterPlace Safety Solutions Pvt. Ltd.,human resources,Series A to Series H,3000000.0,Bangalore City,2018,Other
Cashkumar,consumer lending,Early Stage,730000.0,Bengaluru,2018,Other
Rocketium,marketing,Early Stage,292000.0,Bangalore,2018,E-Commerce & Marketplace
FreightBazaar,transportation,Early Stage,0.0,Hyderabad,2018,Autommotive $ Transportation
OPEN,banking,Early Stage,0.0,Bangalore,2018,Finance $ Banking
mfine,health care,Series A to Series H,4200000.0,Bengaluru,2018,Healthcare
Earth Food,food and beverage,Early Stage,934400.0,Pune,2018,Food & Agriculture
Charcoal Eats,food processing,Early Stage,730000.0,Mumbai,2018,Food & Agriculture
Wishfie,apps,Early Stage,0.0,Bangalore,2018,Other
The Social Hook,marketing,Early Stage,0.0,Bengaluru,2018,E-Commerce & Marketplace
FreightBro,apps,Early Stage,0.0,Mumbai,2018,Other
Finwego,unknown,Early Stage,0.0,Chennai,2018,Other
Cricnwin,digital entertainment,Early Stage,0.0,Gurgaon,2018,Other
Wicked Ride Adventure Services Private Limited,automotive,unknown,10000000.0,Bangalore,2018,Autommotive $ Transportation
Career Anna,commercial,Early Stage,584000.0,Bangalore,2018,Other
ERUDITUS Executive Education,continuing education,Series A to Series H,40000000.0,Mumbai,2018,Other
Gaia Smart Cities,smart cities,Early Stage,0.0,Mumbai,2018,Other
Square Off,internet of things,Early Stage,1100000.0,Mumbai,2018,Technology
UrbanClap,apps,Series A to Series H,50000000.0,Delhi,2018,Other
Hospals,medical,Early Stage,1500000.0,New Delhi,2018,Healthcare
Kogta Financial India Limited,financial services,Series A to Series H,22484000.0,Jaipur,2018,Consulting & Services
Perspectico,career planning,Early Stage,0.0,New Delhi,2018,Other
The Souled Store,fashion,unknown,3000000.0,Mumbai,2018,Other
Hush - Speak Up. Make Work Better,communities,Early Stage,657000.0,Bangalore,2018,Other
Drivezy,automotive,Later Stage,100000000.0,Bengaluru,2018,Autommotive $ Transportation
Freyr Energy,energy,Series A to Series H,1500000.0,Hyderabad,2018,Other
NIRAMAI Health Analytix,health care,Early Stage,6000000.0,Bangalore,2018,Healthcare
CloudSek,information technology,Early Stage,2044000.0,Bengaluru,2018,Technology
Lendbox,crowdfunding,Early Stage,876000.0,Delhi,2018,Other
Verloop,customer service,Series A to Series H,3000000.0,Bangalore,2018,Other
Flickstree,advertising,Early Stage,0.0,Mumbai,2018,Other
Paymatrix,credit cards,Early Stage,100000.0,Hyderabad,2018,Finance $ Banking
Idha Skin Clinic,beauty,Early Stage,73000.0,Bangalore City,2018,Other
InCred,banking,Later Stage,41900000.0,Mumbai,2018,Finance $ Banking
Vedantu,edtech,Series A to Series H,11000000.0,Bangalore,2018,Technology
Sportido,social media,Early Stage,0.0,Noida,2018,Other
Stelis Biopharma,biopharma,Series A to Series H,100000000.0,Bangalore,2018,Other
Magicpin,e-commerce,Series A to Series H,20586000.0,Gurgaon,2018,E-Commerce & Marketplace
Try & Buy,e-commerce,Early Stage,0.0,New Delhi,2018,E-Commerce & Marketplace
Mech Mocha,digital entertainment,Series A to Series H,3530000.0,Bangalore,2018,Other
Aye Finance,finance,Later Stage,1051200.0,Gurgaon,2018,Finance $ Banking
Aldopay,mobile payments,Early Stage,200000.0,Chennai,2018,Other
Detect Technologies,artificial intelligence,Series A to Series H,3300000.0,Chennai,2018,Other
Signzy,computer,Series A to Series H,3504000.0,Bangalore,2018,Other
CashRich,apps,Early Stage,1000000.0,Mumbai,2018,Other
Cloudnine Hospitals,child care,Later Stage,0.0,Bangalore,2018,Other
CropIn Technologies,agriculture,Series A to Series H,8468000.0,Bengaluru,2018,Food & Agriculture
Billdesk,finance,unknown,0.0,Ahmedabad,2018,Finance $ Banking
Yaantra,information services,Later Stage,2000000.0,Delhi,2018,Consulting & Services
TECHBOOZE,education,Early Stage,100000.0,New Delhi,2018,Other
HealthifyMe,apps,Series A to Series H,6000000.0,Bangalore,2018,Other
hoi foods,food and beverage,Early Stage,525600.0,Gurgaon,2018,Food & Agriculture
Perpule,apps,Series A to Series H,4964000.0,Bangalore,2018,Other
Royal Sundaram General Insurance Co. Limited,health insurance,Later Stage,210000000.0,Kalpakkam,2018,Finance $ Banking
CleanseCar,automotive,Angel and Grants,511000.0,Bangalore,2018,Autommotive $ Transportation
DRIVEU,rental,unknown,1022000.0,Bengaluru,2018,Other
Spinny,e-commerce,Series A to Series H,11000000.0,Gurgaon,2018,E-Commerce & Marketplace
Asset Reconstruction Company (India) Ltd.,financial services,Later Stage,0.0,Mumbai,2018,Consulting & Services
Med365 Healthcare,health diagnostics,Early Stage,730000.0,Jaipur,2018,Healthcare
Dunzo,customer service,Later Stage,1022000.0,Bangalore,2018,Other
Mobile Premier League (MPL),gaming,Series A to Series H,5000000.0,Bengaluru,2018,Other
WalMart India,retail,unknown,37680000.0,Gurgaon,2018,Other
Cred,unknown,Early Stage,0.0,Bengaluru,2018,Other
Meesho,e-commerce,Series A to Series H,50000000.0,Bangalore,2018,E-Commerce & Marketplace
BhaskarGuru,search engine,Early Stage,1000000.0,Bhopal,2018,Other
Gugu,battery,Early Stage,250000.0,Coimbatore,2018,Other
FarmTaaza,agriculture,Series A to Series H,0.0,Bengaluru,2018,Food & Agriculture
Vizzbee,artificial intelligence,Early Stage,20000.0,Bhopal,2018,Other
BIGPHI TECHNOLOGIES PVT. LTD.,fashion,Angel and Grants,900000.0,Bangalore,2018,Other
Mobycy,fitness,Angel and Grants,0.0,Gurgaon,2018,Other
Traveo Soft Pvt. Ltd.,mobile,unknown,17520.0,Bangalore,2018,Other
Em Personal Care,cosmetics,Early Stage,0.0,Worli,2018,Other
Lucideus,consulting,unknown,5000000.0,New Delhi,2018,Consulting & Services
Eupheus Learning,e-learning,Early Stage,0.0,Delhi,2018,Other
GamingMonk,esports,Series A to Series H,584000.0,New Delhi,2018,Other
Sukkhi Jewellery,fashion,unknown,7446000.0,Mumbai,2018,Other
INDwealth,financial services,Early Stage,32120000.0,Gurgaon,2018,Consulting & Services
Medikabazaar,b2b,Series A to Series H,5000000.0,Mumbai,2018,Other
NIRA,credit,Early Stage,1000000.0,Bangalore,2018,Finance $ Banking
Duroflex Pvt. Ltd.,consumer goods,Later Stage,22000000.0,Alleppey,2018,Other
Clensta,biotechnology,Early Stage,0.0,New Delhi,2018,Technology
Jetbrain Robotics,health care,Early Stage,70000.0,Gurgaon,2018,Healthcare
Medimetry,health care,Early Stage,0.0,Haryana,2018,Healthcare
Healthkart,e-commerce,unknown,10000000.0,Gurgaon,2018,E-Commerce & Marketplace
Indiabulls Ventures,financial services,Later Stage,224723200.0,Mumbai,2018,Consulting & Services
Vistara,aerospace,Later Stage,292000000.0,Haryana,2018,Other
ClearTax,accounting,Series A to Series H,58400000.0,New Delhi,2018,Finance $ Banking
Shuttl,apps,Later Stage,1000000.0,Gurgaon,2018,Other
GuruQ,reading apps,Early Stage,365000.0,New Delhi,2018,Other
Azure Power,energy,Later Stage,185000000.0,New Delhi,2018,Other
Cube,banking,Series A to Series H,2044000.0,Mumbai,2018,Finance $ Banking
RAHI Care,health care,unknown,0.0,Chandigarh,2018,Healthcare
Mynvax,biotechnology,Angel and Grants,0.0,Bangalore,2018,Technology
Loans4SME,financial services,Early Stage,0.0,Mumbai,2018,Consulting & Services
UpCyclersLab,apps,Early Stage,0.0,Mumbai,2018,Other
Cellerite Systems,electric vehicle,Early Stage,0.0,Hyderabad,2018,Other
Taru Naturals,agriculture,Early Stage,0.0,Mumbai,2018,Food & Agriculture
LetsMD,fitness,Early Stage,1000000.0,New Delhi,2018,Other
Twenty Two Motors,automotive,Later Stage,65000000.0,Haryana,2018,Autommotive $ Transportation
Truebil,automotive,Series A to Series H,2000000.0,Mumbai,2018,Autommotive $ Transportation
FarmersFZ,agriculture,Early Stage,0.0,Kochi,2018,Food & Agriculture
Worxogo,information technology,Series A to Series H,2409000.0,Bangalore,2018,Technology
Vivish Technologies (myGate),apps,Series A to Series H,9490000.0,Bengaluru,2018,Other
Singularity Dynamics,artificial intelligence,Early Stage,0.0,Bengaluru,2018,Other
Virtual MetalStreet(MetalStreet),b2b,Angel and Grants,700000.0,Bengaluru,2018,Other
Veritas Finance,financial services,unknown,30000000.0,Guindy,2018,Consulting & Services
Manjushree Technopack,packaging services,Later Stage,0.0,Bangalore,2018,Consulting & Services
GoZefo,computer,unknown,3066000.0,Bangalore,2018,Other
Zomato,food delivery,Later Stage,210000000.0,Gurgaon,2018,Food & Agriculture
Innov8 Coworking,collaboration,Early Stage,4000000.0,New Delhi,2018,Other
RevFin,accounting,Early Stage,0.0,Delhi,2018,Finance $ Banking
Lavelle Networks,cloud computing,unknown,292000.0,Bengaluru,2018,Other
Blackbuck,information services,Series A to Series H,29632160.0,Bengaluru,2018,Consulting & Services
Cardekho,automotive,Series A to Series H,75000000.0,Gurgaon,2018,Autommotive $ Transportation
ElasticRun,delivery,Series A to Series H,8760000.0,Pune,2018,Other
Droom Technology Private Limited,automotive,Series A to Series H,30000000.0,Gurgaon,2018,Autommotive $ Transportation
Vogo Rentals,last mile transportation,Later Stage,1168000.0,Kormangala,2018,Autommotive $ Transportation
InnerChef,cooking,unknown,1760000.0,Gurgaon,2018,Other
LivQuik,fintech,Later Stage,2700000.0,Mumbai,2018,Technology
Disprz,e-learning,Later Stage,400000.0,Chennai,2018,Other
9stacks,online games,Series A to Series H,4088000.0,Delhi,2018,Other
Origo,unknown,unknown,11680000.0,Gurgaon,2018,Other
YourOwnROOM,online portals,Early Stage,750000.0,Bangalore,2018,Other
Vahdam Teas,e-commerce,Series A to Series H,2500000.0,New Delhi,2018,E-Commerce & Marketplace
Spoofin,music,unknown,0.0,New Delhi,2018,Other
Strom Motors,automotive,Angel and Grants,0.0,Mumbai,2018,Autommotive $ Transportation
PharmEasy,health care,Series A to Series H,80000000.0,Mumbai,2018,Healthcare
Licious,delivery service,Series A to Series H,25000000.0,Bengaluru,2018,Other
Stanza Living,hospitality,unknown,10658000.0,New Delhi,2018,Other
docturnal,biotechnology,Early Stage,0.0,Hyderabad,2018,Technology
Bounce (Metro Bikes),autonomous vehicles,Later Stage,3000000.0,Bangalore,2018,Autommotive $ Transportation
Technology 9 Labs (T9L),information technology,Later Stage,0.0,New Delhi,2018,Technology
Goals101,financial services,Early Stage,3500000.0,Delhi,2018,Consulting & Services
Satya MicroCapital,finance,unknown,5840000.0,New Delhi,2018,Finance $ Banking
Ummeed Housing Finance Private Limited,finance,Series A to Series H,8760000.0,Haryana,2018,Finance $ Banking
StockEdge,analytics,Early Stage,1100000.0,Kolkata,2018,Other
Sequretek,unknown,unknown,3700000.0,Mumbai,2018,Other
Avenues Payments India Pvt. Ltd.,unknown,Later Stage,1300000.0,Mumbai,2018,Other
Qbera,finance,unknown,2044000.0,Bangalore,2018,Finance $ Banking
Urban Ladder,e-commerce,Later Stage,5600000.0,Bangalore,2018,E-Commerce & Marketplace
Planet11 eCommerce Solutions India (Avenue11),unknown,Later Stage,3796000.0,Bengaluru,2018,Other
DailyNinja,apps,Series A to Series H,0.0,Bengaluru,2018,Other
Iba Halal Care,unknown,Series A to Series H,2190000.0,Ahmedabad,2018,Other
Knocksense,news,Early Stage,0.0,Lucknow,2018,Other
Togedr,unknown,unknown,0.0,Gurgaon,2018,Other
Parkwheels,industrial,Early Stage,175200.0,Haryana,2018,Other
ShareChat,internet,Series A to Series H,99230000.0,Bangalore,2018,Technology
Cyclops Medtech,health care,Early Stage,1000000.0,Bangalore,2018,Healthcare
Livspace,e-commerce,Series A to Series H,70000000.0,Bangalore,2018,E-Commerce & Marketplace
NewsBytes,apps,Early Stage,1000000.0,Gurgaon,2018,Other
Leena AI,artificial intelligence,Early Stage,2000000.0,Gurgaon,2018,Other
Max Healthcare,health care,Later Stage,0.0,New Delhi,2018,Healthcare
GoBolt,logistics,unknown,5840000.0,New Delhi,2018,Autommotive $ Transportation
GoGaga,dating,Later Stage,40000.0,Bangalore City,2018,Other
Mate Labs,artificial intelligence,Early Stage,550000.0,Bangalore,2018,Other
Furlenco,consumer,Series A to Series H,0.0,Bangalore,2018,Other
Ola,apps,unknown,50000000.0,Kormangala,2018,Other
DocPrime,health care,Later Stage,50000000.0,Haryana,2018,Healthcare
CLP India Pvt. Ltd.,energy,Later Stage,365000000.0,Mumbai,2018,Other
Xplorabox,e-commerce,Early Stage,0.0,Noida,2018,E-Commerce & Marketplace
Myra,apps,unknown,127750.0,Bangalore,2018,Other
Vokal,internet,Series A to Series H,1500000.0,Bengaluru,2018,Technology
Kissht,credit,Series A to Series H,30000000.0,Mumbai,2018,Finance $ Banking
Upwards Fintech,banking,Series A to Series H,5000000.0,Mumbai,2018,Finance $ Banking
Bon(Bonfleet Solutions),financial services,Early Stage,1138800.0,Pune,2018,Consulting & Services
